Brand=["DERMAGLÓS"],Reporting Range=["Weekly"],Select week=["Week 10 | 2026-03-01 - 2026-03-07 2026"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"retinoid cream for stretch marks","206","178","4726","46","0.973338975878121","88","49.43820224719101","0","0.0","17.989999771118164",,"20","22","15","46","25.842696629213485","0","0.0","17.989999771118164",,"8","11","10","13","7.303370786516854","0","0.0","19.99",,"1","5","4","2026-03-07"
"vitamin a acid cream","207","3","180","9","5.0","6","200.0","1","16.666666666666668","34.0","9.989999771118164","3","2","0","1","33.33333333333333","0","0.0","40.0",,"1","0","0","1","33.33333333333333","0","0.0","40.0",,"1","0","0","2026-03-07"
"lubriderm lotion","208","12585","300985","45","0.014950911174975497","5943","47.222884386174016","0","0.0","11.989999771118164",,"1845","2560","627","4336","34.453714739769566","0","0.0","11.989999771118164",,"1460","1907","444","2557","20.317838696861344","0","0.0","11.99",,"938","1181","248","2026-03-07"
"jergens ultra healing lotion vitamin c, e & b5","209","24","557","8","1.436265709156194","14","58.333333333333336","1","7.142857142857143","9.279999732971191","32.11000061035156","5","3","1","4","16.666666666666664","0","0.0","8.609999656677246",,"2","1","1","2","8.333333333333332","0","0.0","8.61",,"1","0","1","2026-03-07"
"eucerin intensive repair lotion","210","3174","79941","44","0.05504059243692223","1610","50.72463768115942","0","0.0","14.970000267028809",,"492","607","163","1080","34.02646502835538","0","0.0","14.970000267028809",,"366","409","105","517","16.288594833018273","0","0.0","14.97",,"199","207","47","2026-03-07"
"vanicream cleanser","211","1933","53159","44","0.08277055625576102","1099","56.85463010863943","0","0.0","9.970000267028809",,"345","455","140","755","39.05845835488878","0","0.0","9.970000267028809",,"236","325","97","338","17.485773409208484","0","0.0","9.97",,"113","156","39","2026-03-07"
"eos fresh and cozy body lotion","212","754","15575","44","0.2825040128410915","534","70.82228116710876","0","0.0","9.970000267028809",,"136","239","73","417","55.30503978779841","0","0.0","9.970000267028809",,"111","187","54","143","18.96551724137931","0","0.0","9.97",,"44","69","13","2026-03-07"
"retinoid cream","213","342","9910","44","0.4439959636730575","100","29.239766081871345","0","0.0","18.68000030517578",,"31","37","17","32","9.35672514619883","0","0.0","13.460000038146973",,"11","14","2","8","2.3391812865497075","0","0.0","13.46",,"0","7","1","2026-03-07"
"dexeryl lotion","214","17","365","7","1.917808219178082","6","35.294117647058826","1","16.666666666666668","22.860000610351562","32.11000061035156","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"body cream","215","9936","294315","44","0.014949968571088799","2947","29.659822866344605","0","0.0","13.5600004196167",,"677","1156","381","1390","13.989533011272142","0","0.0","12.979999542236328",,"398","547","183","472","4.750402576489534","0","0.0","11.99",,"172","199","58","2026-03-07"
"dermaline cream","216","107","2252","43","1.9094138543516874","33","30.8411214953271","0","0.0","6.199999809265137",,"0","12","10","6","5.607476635514018","0","0.0","6.199999809265137",,"0","1","2","3","2.803738317757009","0","0.0","6.2",,"0","1","1","2026-03-07"
"vitamin skin cream","217","4","83","6","7.228915662650603","3","75.0","1","33.333333333333336","9.989999771118164","9.989999771118164","1","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermoskeletal","218","37","214","43","20.093457943925234","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermaglos facial crema nutritiva de noche","219","1","28","6","21.428571428571427","1","100.0","1","100.0","19.790000915527344","19.790000915527344","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"retinoid","220","5934","198199","6","0.0030272604806280555","2145","36.14762386248736","1","0.046620046620046623","13.489999771118164","9.989999771118164","525","800","291","1118","18.84057971014493","0","0.0","13.460000038146973",,"285","453","166","306","5.156723963599596","0","0.0","13.46",,"99","124","43","2026-03-07"
"scar lotion","221","329","8598","43","0.5001163061177017","111","33.73860182370821","0","0.0","12.640000343322754",,"29","44","17","45","13.677811550151976","0","0.0","12.640000343322754",,"18","15","6","16","4.86322188449848","0","0.0","9.99",,"8","5","2","2026-03-07"
"dermaglos leche de limpieza","222","3","60","6","10.0","2","66.66666666666666","1","50.0","9.489999771118164","9.489999771118164","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"lociones faraway","223","11","198","6","3.0303030303030303","6","54.54545454545454","1","16.666666666666668","32.11000061035156","32.11000061035156","0","3","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cerave oil control","224","684","16279","43","0.2641439891885251","277","40.49707602339181","0","0.0","15.970000267028809",,"41","71","19","136","19.883040935672515","0","0.0","16.18000030517578",,"24","40","11","37","5.409356725146199","0","0.0","16.18",,"8","9","5","2026-03-07"
"tattoo aftercare cream","225","223","6614","43","0.6501360749924403","64","28.699551569506728","0","0.0","14.960000038146973",,"11","25","15","27","12.10762331838565","0","0.0","14.989999771118164",,"5","10","6","8","3.587443946188341","0","0.0","16.0",,"2","3","1","2026-03-07"
"nivea intense healing body lotion","226","481","12365","42","0.3396684189243833","297","61.74636174636174","0","0.0","10.989999771118164",,"94","118","37","208","43.24324324324324","0","0.0","7.96999979019165",,"64","90","29","107","22.245322245322246","0","0.0","10.99",,"42","44","12","2026-03-07"
"¿dermaglós crema vitamina a 600.000","227","1","22","5","22.727272727272727","1","100.0","1","100.0","9.989999771118164","9.989999771118164","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"de la cruz vitamin e cream","228","248","6188","42","0.6787330316742082","111","44.75806451612903","0","0.0","9.989999771118164",,"2","44","32","43","17.338709677419356","0","0.0","10.989999771118164",,"1","19","13","15","6.048387096774194","0","0.0","9.98",,"1","8","3","2026-03-07"
"micellar water non toxic","229","31","767","5","0.651890482398957","25","80.64516129032258","1","4.0","9.989999771118164","9.489999771118164","0","15","7","7","22.58064516129032","0","0.0","9.989999771118164",,"0","3","2","1","3.225806451612903","0","0.0","9.99",,"0","1","0","2026-03-07"
"dermatica","230","502","13103","5","0.03815920018316416","162","32.27091633466135","1","0.6172839506172839","19.989999771118164","9.989999771118164","4","44","54","42","8.366533864541832","0","0.0","19.969999313354492",,"2","15","12","10","1.9920318725099602","0","0.0","14.95",,"0","2","5","2026-03-07"
"cẻave cream","231","12","219","4","1.82648401826484","4","33.33333333333333","1","25.0","18.959999084472656","16.989999771118164","0","2","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermaglow cream","232","7","135","41","30.37037037037037","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vitamin a for skin cream","233","2","40","4","10.0","1","50.0","1","100.0","16.989999771118164","16.989999771118164","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"clean and clear","234","2597","72367","41","0.056655657965647324","934","35.9645745090489","0","0.0","9.65999984741211",,"156","228","153","449","17.289179822872544","0","0.0","8.989999771118164",,"109","141","84","191","7.354639969195226","0","0.0","8.17",,"56","67","33","2026-03-07"
"dermacina","235","28","561","4","0.7130124777183601","10","35.714285714285715","1","10.0","10.0","9.989999771118164","0","5","3","2","7.142857142857142","0","0.0","4.75",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"serum niacinamide dermaglos","236","4","88","4","4.545454545454546","3","75.0","1","33.333333333333336","19.989999771118164","18.889999389648438","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vit a en crema","237","2","36","4","11.11111111111111","2","100.0","1","50.0","9.989999771118164","9.989999771118164","0","0","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dr. vita daycell vitamin a cream","238","4","70","4","5.714285714285714","1","25.0","1","100.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vitamin c lotion","239","1064","27418","4","0.014588956160186739","429","40.31954887218045","1","0.2331002331002331","16.989999771118164","13.489999771118164","68","176","94","193","18.139097744360903","0","0.0","16.989999771118164",,"34","83","39","58","5.451127819548872","0","0.0","16.99",,"10","31","10","2026-03-07"
"agua micelar bifasica","240","49","1226","4","0.3262642740619902","27","55.10204081632652","1","3.7037037037037037","8.819999694824219","9.489999771118164","3","5","10","6","12.244897959183673","0","0.0","8.819999694824219",,"1","4","0","2","4.081632653061225","0","0.0","8.49",,"1","1","0","2026-03-07"
"topical estrogen body cream for women","241","4","88","4","4.545454545454546","3","75.0","1","33.333333333333336","15.289999961853027","13.489999771118164","2","1","0","1","25.0","0","0.0","15.289999961853027",,"1","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"eucerin dermopure","242","508","12879","41","0.31834769780262445","80","15.748031496062993","0","0.0","18.989999771118164",,"9","16","7","16","3.149606299212598","0","0.0","34.290000915527344",,"3","5","1","2","0.39370078740157477","0","0.0","17.99",,"1","0","0","2026-03-07"
"vitamin a pommade","243","4","42","4","9.523809523809524","2","50.0","1","50.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"scar removal cream for old scars","244","532","15647","4","0.025564005879721352","228","42.857142857142854","1","0.43859649122807015","12.640000343322754","9.989999771118164","53","86","38","101","18.984962406015036","0","0.0","12.640000343322754",,"29","40","17","31","5.827067669172932","0","0.0","12.64",,"8","13","7","2026-03-07"
"soladerm cream","245","3","56","4","7.142857142857143","1","33.33333333333333","1","100.0","18.889999389648438","18.889999389648438","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"avocado + ceramides moisturizing body lotion","246","3","66","3","4.545454545454546","2","66.66666666666666","1","50.0","10.9399995803833","13.489999771118164","2","0","0","1","33.33333333333333","0","0.0","10.9399995803833",,"1","0","0","1","33.33333333333333","0","0.0","10.94",,"1","0","0","2026-03-07"
"olay body lotion","247","7671","199134","40","0.02008697660871574","3587","46.760526658845","0","0.0","10.970000267028809",,"911","1365","407","1832","23.88215356537609","0","0.0","10.970000267028809",,"514","735","222","779","10.155129709294746","0","0.0","10.97",,"269","330","97","2026-03-07"
"b0cylmjjjc","248","2","10","3","30.0","1","50.0","1","100.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cerave sa cleanser","249","5233","118685","40","0.03370265829717319","3245","62.010319128606916","0","0.0","15.970000267028809",,"827","1282","522","2274","43.45499713357538","0","0.0","15.970000267028809",,"601","911","368","952","18.19224154404739","0","0.0","15.97",,"279","439","145","2026-03-07"
"healing body cream","250","17","396","3","0.7575757575757576","16","94.11764705882352","1","6.25","12.970000267028809","13.489999771118164","5","2","2","10","58.82352941176471","0","0.0","9.670000076293945",,"1","2","1","2","11.76470588235294","0","0.0","14.97",,"0","1","1","2026-03-07"
"lotion ceramides peptides","251","8","450","3","0.6666666666666666","18","225.0","1","5.555555555555555","17.989999771118164","13.489999771118164","0","18","0","1","12.5","0","0.0","15.989999771118164",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"urea lotion","252","3003","75864","3","0.003954444795950649","1735","57.77555777555777","1","0.05763688760806916","14.989999771118164","32.11000061035156","429","721","268","691","23.01032301032301","0","0.0","14.989999771118164",,"190","294","103","170","5.661005661005661","0","0.0","14.99",,"56","83","19","2026-03-07"
"body cream for women smells great","253","3","63","3","4.761904761904762","3","100.0","1","33.333333333333336","8.9399995803833","13.489999771118164","0","1","2","1","33.33333333333333","0","0.0","4.96999979019165",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-03-07"
"korean body moisturizer","254","92","2176","3","0.13786764705882354","46","50.0","1","2.1739130434782608","19.8799991607666","18.889999389648438","6","21","8","21","22.82608695652174","0","0.0","19.8799991607666",,"3","8","3","3","3.260869565217391","0","0.0","17.99",,"1","1","0","2026-03-07"
"glycerine body cream","255","10","222","3","1.3513513513513513","12","120.0","1","8.333333333333334","11.989999771118164","13.489999771118164","0","12","0","4","40.0","0","0.0","10.989999771118164",,"0","4","0","1","10.0","0","0.0","21.99",,"0","1","0","2026-03-07"
"scar cream","256","20619","498437","39","0.007824459259645653","10042","48.7026528929628","0","0.0","15.989999771118164",,"2403","4340","1712","5462","26.49013046219506","0","0.0","12.989999771118164",,"1450","2349","886","2581","12.517580872011253","0","0.0","12.99",,"743","1166","442","2026-03-07"
"skin needling cream","257","2","36","2","5.555555555555555","1","50.0","1","100.0","9.989999771118164","9.989999771118164","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"bagovit a vitamin boost cream","258","1","8","2","25.0","1","100.0","1","100.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"miracle water","259","117","2359","39","1.6532428995337007","49","41.88034188034188","0","0.0","10.970000267028809",,"5","14","9","34","29.059829059829063","0","0.0","10.970000267028809",,"3","11","6","12","10.256410256410255","0","0.0","8.82",,"1","7","2","2026-03-07"
"codi lotion jasmine","260","103","2224","39","1.7535971223021583","61","59.22330097087378","0","0.0","14.199999809265137",,"0","26","14","33","32.038834951456316","0","0.0","14.199999809265137",,"0","15","7","12","11.650485436893204","0","0.0","14.2",,"0","7","3","2026-03-07"
"micellar cleansing gel","261","10","200","2","1.0","4","40.0","1","25.0","9.989999771118164","9.890000343322754","0","3","0","2","20.0","0","0.0","9.989999771118164",,"0","2","0","2","20.0","0","0.0","9.99",,"0","2","0","2026-03-07"
"vaseline pro vitab3 serum burst lotion","262","42","1024","2","0.1953125","32","76.19047619047619","1","3.125","5.699999809265137","32.11000061035156","4","13","7","21","50.0","0","0.0","5.789999961853027",,"4","8","3","9","21.428571428571427","0","0.0","7.89",,"4","2","3","2026-03-07"
"cremas para crecimiento epidermico","263","2","28","2","7.142857142857143","1","50.0","1","100.0","9.989999771118164","9.989999771118164","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cream for tattoo aftercare","264","70","3689","39","1.057197072377338","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema hidratante sin olor cerave","265","6","120","2","1.6666666666666667","2","33.33333333333333","1","50.0","18.889999389648438","18.889999389648438","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"lubriderm pour tache bouton","266","2","12","2","16.666666666666668","1","50.0","1","100.0","32.11000061035156","32.11000061035156","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"super thick lotion","267","8","159","2","1.2578616352201257","5","62.5","1","20.0","13.489999771118164","13.489999771118164","0","0","0","3","37.5","0","0.0","13.989999771118164",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dexladerm cream","268","3","94","2","2.127659574468085","3","100.0","1","33.333333333333336","18.56999969482422","9.989999771118164","0","3","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"bagovit a lotion","269","2","32","2","6.25","1","50.0","1","100.0","32.11000061035156","32.11000061035156","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermapo cream","270","1","18","2","11.11111111111111","1","100.0","1","100.0","9.989999771118164","9.989999771118164","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vitaligico crema","271","2","16","2","12.5","2","100.0","1","50.0","16.989999771118164","16.989999771118164","0","1","1","1","50.0","0","0.0","34.9900016784668",,"0","0","1","0","0.0","0",,,,"0","0","0","2026-03-07"
"lightweight lotion for body","272","69","1376","2","0.14534883720930233","45","65.21739130434783","1","2.2222222222222223","13.470000267028809","13.489999771118164","7","30","7","10","14.492753623188406","0","0.0","10.859999656677246",,"3","6","1","3","4.3478260869565215","0","0.0","10.69",,"1","2","0","2026-03-07"
"vitamin a and e moisturizer","273","1","20","2","10.0","1","100.0","1","100.0","9.989999771118164","9.989999771118164","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema para verrugas en la axila","274","6","132","2","1.5151515151515151","6","100.0","1","16.666666666666668","14.430000305175781","9.989999771118164","1","2","0","3","50.0","0","0.0","14.430000305175781",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"usda organic vitamin a cream","275","3","59","2","3.389830508474576","3","100.0","1","33.333333333333336","18.989999771118164","16.989999771118164","0","3","0","1","33.33333333333333","0","0.0","20.989999771118164",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vaseline skin care lotion","276","12","236","2","0.847457627118644","1","8.333333333333332","1","100.0","32.11000061035156","32.11000061035156","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"white stretch mark treatment","277","10","197","2","1.015228426395939","9","90.0","1","11.11111111111111","18.610000610351562","9.989999771118164","2","3","4","2","20.0","0","0.0","5.989999771118164",,"1","0","1","0","0.0","0",,,,"0","0","0","2026-03-07"
"ketoconazole cream for face 2%","278","2","118","1","0.847457627118644","1","50.0","1","100.0","9.989999771118164","9.989999771118164","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"goat's milk moisturizing body lotion","279","5","111","1","0.9009009009009009","4","80.0","1","25.0","19.989999771118164","13.489999771118164","0","2","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"tattoo vitamins","280","2","41","1","2.4390243902439024","1","50.0","1","100.0","9.989999771118164","9.989999771118164","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"bagovit a cream","281","21","151","1","0.6622516556291391","1","4.761904761904762","1","100.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"aplb glutathione niacinamide body lotion","282","748","16419","38","0.231439186308545","384","51.33689839572193","0","0.0","15.0",,"52","150","53","193","25.802139037433154","0","0.0","15.0",,"32","75","26","27","3.6096256684491976","0","0.0","15.0",,"5","10","5","2026-03-07"
"zinc oxide 20% cream","283","7","136","1","0.7352941176470589","5","71.42857142857143","1","20.0","9.989999771118164","9.989999771118164","0","1","1","3","42.857142857142854","0","0.0","9.989999771118164",,"0","0","1","1","14.285714285714285","0","0.0","9.99",,"0","0","1","2026-03-07"
"athena lotion","284","5236","105210","38","0.03611823971105408","1084","20.702826585179526","0","0.0","12.989999771118164",,"144","296","121","359","6.856378915202445","0","0.0","8.970000267028809",,"68","127","53","26","0.4965622612681436","0","0.0","7.47",,"9","13","3","2026-03-07"
"vitamin a &e lotiin","285","1","22","1","4.545454545454546","1","100.0","1","100.0","13.489999771118164","13.489999771118164","0","0","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"remexa oleoderm","286","1","9","1","11.11111111111111","1","100.0","1","100.0","9.989999771118164","9.989999771118164","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"micellar water by xtracare","287","4","94","1","1.0638297872340425","1","25.0","1","100.0","9.489999771118164","9.489999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"retinoid skin care","288","20","431","1","0.23201856148491878","5","25.0","1","20.0","19.0","9.989999771118164","0","5","0","2","10.0","0","0.0","15.989999771118164",,"0","2","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"full body whitening cream","289","15","287","1","0.34843205574912894","19","126.66666666666666","1","5.2631578947368425","13.989999771118164","18.889999389648438","0","9","4","16","106.66666666666667","0","0.0","12.989999771118164",,"0","7","3","0","0.0","0",,,,"0","0","0","2026-03-07"
"hydrating body moisturizer with spf","290","3","67","1","1.492537313432836","3","100.0","1","33.333333333333336","13.489999771118164","13.489999771118164","0","3","0","1","33.33333333333333","0","0.0","5.989999771118164",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema carotone original","291","1622","32274","1","0.003098469356138068","831","51.233045622688046","1","0.12033694344163658","23.989999771118164","9.989999771118164","3","13","80","232","14.303329223181258","0","0.0","23.989999771118164",,"1","4","18","42","2.5893958076448826","0","0.0","23.99",,"0","1","3","2026-03-07"
"crema dermisan","292","1","18","1","5.555555555555555","2","200.0","1","50.0","9.989999771118164","9.989999771118164","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"healing moisturizer face","293","15","332","1","0.30120481927710846","10","66.66666666666666","1","10.0","9.989999771118164","9.989999771118164","6","3","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"lotion for scabies","294","21","403","1","0.24813895781637718","8","38.095238095238095","1","12.5","19.989999771118164","32.11000061035156","0","1","2","4","19.047619047619047","0","0.0","19.989999771118164",,"0","1","1","1","4.761904761904762","0","0.0","19.99",,"0","0","1","2026-03-07"
"jason vitamin e cream","295","788","23926","38","0.15882303769957368","462","58.629441624365484","0","0.0","15.989999771118164",,"119","174","67","305","38.70558375634518","0","0.0","15.989999771118164",,"86","114","45","178","22.588832487309645","0","0.0","15.99",,"65","63","23","2026-03-07"
"macril crema para dermopatías dermatitis cream, 20 g / 0.7 oz","296","1","29","1","3.4482758620689653","28","2800.0","1","3.5714285714285716","19.950000762939453","9.989999771118164","8","16","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"aveeno daily lotion 12 oz","297","6","242","1","0.4132231404958678","3","50.0","1","33.333333333333336","8.979999542236328","32.11000061035156","0","2","0","1","16.666666666666664","0","0.0","8.979999542236328",,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema dermatitis seborreica","298","20","463","1","0.2159827213822894","8","40.0","1","12.5","13.989999771118164","9.989999771118164","2","0","0","1","5.0","0","0.0","32.790000915527344",,"1","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dema made","299","1","10","1","10.0","1","100.0","1","100.0","32.900001525878906","32.900001525878906","0","1","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"facial cleanser for melasma","300","16","345","1","0.2898550724637681","9","56.25","1","11.11111111111111","11.989999771118164","9.890000343322754","2","0","5","1","6.25","0","0.0","26.989999771118164",,"1","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cream lait eclaircissant","301","2","40","1","2.5","2","100.0","1","50.0","18.889999389648438","18.889999389648438","0","2","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"barrier cream","302","5621","145702","1","6.863323770435547E-4","2462","43.8000355808575","1","0.04061738424045491","17.989999771118164","13.489999771118164","456","1052","328","1055","18.768902330546165","0","0.0","15.989999771118164",,"204","446","141","400","7.116171499733144","0","0.0","13.54",,"81","178","50","2026-03-07"
"makeup remover hydrating toner no fragrance","303","4","90","1","1.1111111111111112","14","350.0","1","7.142857142857143","9.970000267028809","9.489999771118164","8","3","3","3","75.0","0","0.0","8.819999694824219",,"3","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"cream hidroquinona","304","6","126","1","0.7936507936507936","4","66.66666666666666","1","25.0","9.989999771118164","9.989999771118164","0","3","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dermatologist approved body lotion","305","33","793","1","0.12610340479192939","21","63.63636363636363","1","4.761904761904762","17.950000762939453","13.489999771118164","0","3","0","2","6.0606060606060606","0","0.0","12.979999542236328",,"0","1","0","1","3.0303030303030303","0","0.0","12.98",,"0","0","0","2026-03-07"
"crema vitamina a y e","306","1","20","1","5.0","2","200.0","1","50.0","7.329999923706055","9.989999771118164","0","2","0","1","100.0","0","0.0","7.329999923706055",,"0","1","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"vitamin e cream for face","307","331","11204","38","0.3391645840771153","133","40.181268882175225","0","0.0","10.050000190734863",,"26","64","12","41","12.386706948640484","0","0.0","8.109999656677246",,"9","19","5","21","6.3444108761329305","0","0.0","8.1",,"3","12","3","2026-03-07"
"b5 cleanser","308","7","187","1","0.5347593582887701","50","714.2857142857143","1","2.0","14.399999618530273","9.890000343322754","1","3","1","1","14.285714285714285","0","0.0","26.989999771118164",,"0","1","0","1","14.285714285714285","0","0.0","26.99",,"0","1","0","2026-03-07"
"crema para el cuidado diario de la piel para ancianos","309","3","64","1","1.5625","3","100.0","1","33.333333333333336","15.970000267028809","13.489999771118164","0","2","1","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"palmers skin success fade milk lotion","310","14","274","1","0.36496350364963503","8","57.14285714285714","1","12.5","10.779999732971191","32.11000061035156","0","3","1","5","35.714285714285715","0","0.0","10.779999732971191",,"0","2","0","1","7.142857142857142","0","0.0","10.78",,"0","1","0","2026-03-07"
"good molecules","311","64954","1398473","1","7.150656466016863E-5","38054","58.58607630015088","1","0.0026278446418247755","11.970000267028809","9.989999771118164","8769","14991","4938","23245","35.78686455029713","0","0.0","8.989999771118164",,"5949","9262","3005","6085","9.368168242140591","0","0.0","8.0",,"2027","2604","725","2026-03-07"
"dermaglos crema hidratante","312","3","65","38","58.46153846153846","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"crema para poros en la cara con retinol sin perfume","313","8","160","1","0.625","11","137.5","1","9.090909090909092","16.989999771118164","16.989999771118164","0","9","2","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"agua miselar rilastil","314","1","18","1","5.555555555555555","1","100.0","1","100.0","32.900001525878906","32.900001525878906","0","0","0","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"dye-free sulfate-free shower gel body wash","315","36","686","1","0.1457725947521866","10","27.77777777777778","1","10.0","12.970000267028809","13.489999771118164","0","1","8","0","0.0","0",,,,"0","0","0","0","0.0","0",,,,"0","0","0","2026-03-07"
"clean and clear persa gel 10","316","263","6375","37","0.5803921568627451","174","66.15969581749049","0","0.0","5.96999979019165",,"42","66","21","112","42.585551330798474","0","0.0","5.96999979019165",,"31","52","16","64","24.334600760456272","0","0.0","5.97",,"21","31","8","2026-03-07"
"crema vitamina e","317","135","2852","37","1.297335203366059","63","46.666666666666664","0","0.0","9.979999542236328",,"2","25","10","19","14.074074074074074","0","0.0","8.25",,"1","8","1","6","4.444444444444445","0","0.0","8.07",,"1","3","0","2026-03-07"
